Company Name,Description,URL,Email,Website,Twitter
Fordern & Wohnen Organizations,"Fordern & Wohnen is a nonprofit that offers housing solutions to the homeless community, people with disability, seniors, and refugees.",https://platform.dkv.global/mind-map/firms/173562,,https://www.foerdernundwohnen.de/,https://twitter.com/fuw_hh
Forex Nation Company,Forex Nation is a community interest company offering forex brokerage services and aiding small and medium entrepreneurs by microcredit.,https://platform.dkv.global/mind-map/firms/140481,clientsupport@forexnation.org,https://forexnation.org/en/,
forumZFD Company,,https://platform.dkv.global/mind-map/firms/165101,kontakt@forumzfd.de,https://www.forumzfd.de/,
Forward Sumner Organizations,,https://platform.dkv.global/mind-map/firms/165546,lori@forwardsumner.org,https://forwardsumner.org/,
Founderland Organizations,,https://platform.dkv.global/mind-map/firms/84495,hello@founderland.org,https://www.founderland.org/,https://twitter.com/founderland_/
Fourth Wave Foundation Organizations,"Fourth Wave Foundation is an organization that provides donations, empowerment, environmental safety, and children's education services.",https://platform.dkv.global/mind-map/firms/153497,info@fourthwavefoundation.org,https://www.fourthwavefoundation.org/,
Framework Housing Association Organizations,,https://platform.dkv.global/mind-map/firms/101194,info@frameworkha.org,http://www.frameworkha.org/,https://twitter.com/Framework_HA
Freedom Seat Organizations,Freedom Seat is an intercontinental tandem bike journey that combines the simplicity of biking with the fun twist of riding a tandem bike.,https://platform.dkv.global/mind-map/firms/173703,,https://www.freedomseat.org/,
Friedrich-Ebert-Stiftung Organizations,,https://platform.dkv.global/mind-map/firms/173561,,https://www.fes.de/,https://twitter.com/FESonline
Friends of Simon Wiesenthal Center for Holocaust Studies Organizations,,https://platform.dkv.global/mind-map/firms/172858,,http://www.friendsofsimonwiesenthalcenter.com/,https://www.twitter.com/avibenlolo
Frontline AIDS Organizations,,https://platform.dkv.global/mind-map/firms/141020,confidentialreporting@frontlineaids.org,https://frontlineaids.org/,https://twitter.com/frontlineaids
Fukushima Municipal Support Organization Organizations,Fukushima Municipal Support Organization is a non-profit foundation that supports and supplements to prefectures and municipalities.,https://platform.dkv.global/mind-map/firms/174183,,https://www.fm-so.org/,
Fundacion InteRed Organizations,Fundacion InteRed is a development organization that enables transformative education to generate people's participation in global justice.,https://platform.dkv.global/mind-map/firms/164123,intered@intered.org,https://intered.org/,https://www.twitter.com/InteRed_ong
Fundacion Paraguaya Organizations,,https://platform.dkv.global/mind-map/firms/153619,info@fundacionparaguaya.org.py,http://www.fundacionparaguaya.org.py/?lang=en,https://twitter.com/fundaparaguaya
Fundacion Paz & Reconciliacion Organizations,Fundacion Paz & Reconciliacion is a non-profit organization that concentrates on social research to aid in the establishment of peace.,https://platform.dkv.global/mind-map/firms/141005,comunicaciones@pares.com.co,https://www.pares.com.co/,https://twitter.com/parescolombia
Fundacion Roberto Rivas Organizations,Fundacion Roberto Rivas is a non-profit organization that promotes social entrepreneurship and the sustainable development of communities.,https://platform.dkv.global/mind-map/firms/153621,info@fundacionrobertorivas.org,https://www.fundacionrobertorivas.org/,https://www.twitter.com/rr_fundacion
Fundech Foundation Organizations,,https://platform.dkv.global/mind-map/firms/141566,contact@fundech.org,https://fundech.org/,https://twitter.com/fundech
Fusion Jeunesse Organizations,,https://platform.dkv.global/mind-map/firms/172915,,https://fusionjeunesse.org/,
Futuro Brillante Organizations,"Futuro Brillante focuses on education, training, food relief, agriculture, economic, and community development services.",https://platform.dkv.global/mind-map/firms/153639,info@futurobrillante.org,https://www.futurobrillante.org/,
GADN Organizations,"GADN is a non-governmental organization that provides gender equality and women's rights guidance, support, and practices.",https://platform.dkv.global/mind-map/firms/140608,comms@gadnetwork.org,https://gadnetwork.org/,https://twitter.com/GAD_Network
GAMES AID Organizations,,https://platform.dkv.global/mind-map/firms/100095,contact@gamesaid.org,https://www.gamesaid.org/,https://twitter.com/gamesaid/
Garden Village Port MacQuarie Organizations,"Garden Village Port MacQuarie is a healthcare firm that offers independent retirement living, residential aged care and Home Care services.",https://platform.dkv.global/mind-map/firms/137687,admin@gardenvillage.com.au,https://gardenvillage.com.au/,
GBI Company,GBI is a non-profit organization that was formed to inculcate corporate respect for human rights through training and business advancements.,https://platform.dkv.global/mind-map/firms/15068,info@generalbiologic.com,https://gbihr.org/,
GDI Foundation Organizations,,https://platform.dkv.global/mind-map/firms/174586,,http://gdi.foundation/,https://twitter.com/GDI_FDN
Genetic Alliance UK Company,Genetic Alliance UK is a non-profit organization that offers diagnosis and treatment of rare and undiagnosed conditions in individuals.,https://platform.dkv.global/mind-map/firms/102923,contactus@geneticalliance.org.uk,https://geneticalliance.org.uk/,
Geutanyoe Foundation Company,"Geutanyoe Foundation is a non-profit organization that cultivates and upholds the values of humanity, equality, justice, and democracy.",https://platform.dkv.global/mind-map/firms/153817,info@geutanyoe.id,https://www.geutanyoe.id/,
GfdE - Society for diaconal institutions Company,"GfdE - Society for diaconal institutions offers elderly care, welfare system, public health, promotion of education, and assisted living.",https://platform.dkv.global/mind-map/firms/153820,info@gfde.de,https://www.gfde-hessen-nassau.de/,
Giant Leap Fund Investors,Giant Leap1 jobs. Giant Leap is Australia's only 100% impact venture capital fund. Our mission is to enable rapidly scalable startups that fuse profit and purpose. See 1 jobs and more info.,https://platform.dkv.global/mind-map/firms/60214,enquiries@giantleapfund.vc,https://www.giantleap.com.au/,https://twitter.com/giantleapvc
Gifts and Graces Fair Trade Foundation Company,,https://platform.dkv.global/mind-map/firms/153851,info@giftsandgraces.com,http://www.giftsandgraces.com/,
Girl Up Chikka Organizations,,https://platform.dkv.global/mind-map/firms/145460,girlupchikka@gmail.com,https://girlupchikka.org/,https://www.twitter.com/ChikkaUp
Girl Up Sony Organizations,,https://platform.dkv.global/mind-map/firms/145461,girlupsony@gmail.com,,
Girls Not Brides Company,"Girls Not Brides is a non-profit organization that focuses on policy, financial and other support to end child marriage.",https://platform.dkv.global/mind-map/firms/153868,info@girlsnotbrides.org,https://www.girlsnotbrides.org/,
Girls United Football Association Company,,https://platform.dkv.global/mind-map/firms/146072,hello@girlsunitedfa.org,https://www.girlsunitedfa.org/,
GIV3 Organizations,,https://platform.dkv.global/mind-map/firms/100127,contact@giv3.ca,https://giv3.ca/,
GIVE BACK Cosmetics Company,,https://platform.dkv.global/mind-map/firms/100129,,https://www.giveback-cosmetics.de/,
Givesome Foundation Companies,"Givesome is designed to encourage charitable giving, fund-raising, and providing presents to underprivileged individuals.",https://platform.dkv.global/mind-map/firms/137691,admin@givesome.ca,https://www.givesome.com/our-story/,https://twitter.com/givesome_gives
Givfunds Organizations,,https://platform.dkv.global/mind-map/firms/137692,admin@givfunds.com,https://www.givfunds.org/,
Giving World Company,"Giving World partners with businesses and charities to redistribute end-of-line, surplus and discontinued products for free.",https://platform.dkv.global/mind-map/firms/153881,info@givingworld.org.uk,https://www.givingworld.org.uk/,
GivingLoop Company,,https://platform.dkv.global/mind-map/firms/170723,support@givingloop.org,https://www.givingloop.org/,
Global Alliance for Banking on Values Organizations,,https://platform.dkv.global/mind-map/firms/165742,mail@gabv.org,https://www.gabv.org/,https://twitter.com/bankingonvalues
Global Child Forum Organizations,"Global Child Forum is an independent, global multi-stakeholder platform for support of the UN convention on the rights of the child.",https://platform.dkv.global/mind-map/firms/153899,info@globalchildforum.org,http://globalchildforum.org/,https://twitter.com/GCForum
Global Civic Sharing Company,,https://platform.dkv.global/mind-map/firms/145303,gcskorea@gcs.or.kr,http://gcs.or.kr/,
Global Executive Council Services Company,"Global Executive Council Services specializes in supporting women, minorities, refugees, and immigrants to excel in life by educating.",https://platform.dkv.global/mind-map/firms/100166,support@gecnfp.com,https://gecnfp.com/,
Global Indigenous Development Trust Organizations,Global Indigenous Development Trust is a non-profit organization that works toward indigenous communities' social and economic development.,https://platform.dkv.global/mind-map/firms/153911,info@globalIndigenoustrust.org,https://globalindigenoustrust.org/,https://mobile.twitter.com/indigenizetrust
Global Innovation Fund Organizations,GIF invests in social innovations that aim to improve the lives and opportunities of millions of people in the developing world.,https://platform.dkv.global/mind-map/firms/7805,apply@globalinnovation.fund,http://www.globalinnovation.fund/,https://www.twitter.com/globalinnovfund
Global Premier America Company,"Global Premier America Regional Center is an investment management company, designated by U.S. Citizenship & Immigration Services.",https://platform.dkv.global/mind-map/firms/173611,,https://www.geb5.com/,
Global Reporting Centre Organizations,,https://platform.dkv.global/mind-map/firms/172919,,https://globalreportingcentre.org/,https://twitter.com/GlobalRepCentre
Global Sisters Organizations,,https://platform.dkv.global/mind-map/firms/172601,,https://globalsisters.org/,
GMA Onlus Organizations,,https://platform.dkv.global/mind-map/firms/145490,gma@gmagma.org,https://www.gmagma.org/,https://twitter.com/gmaonlus
Good Return Organizations,,https://platform.dkv.global/mind-map/firms/170726,support@goodreturn.org,https://goodreturn.org/,https://twitter.com/GoodReturnOrg
Good-Benefits Company,,https://platform.dkv.global/mind-map/firms/100188,support@good-benefits.com,http://www.good-benefits.com/,
Goodify Company,,https://platform.dkv.global/mind-map/firms/153988,info@goodify.com,https://www.goodify.co/,
Goodwill Industries of Northern Illinois Company,Goodwill Industries of Northern Illinois is a non-profit organization that creates opportunities for individuals with barriers.,https://platform.dkv.global/mind-map/firms/101252,marketing@goodwillni.org,https://www.goodwillni.org/,
Goodwill of Central Iowa Company,"Goodwill of Central Iowa provides job search, placement, coaching, and training services to people facing barriers to employment.",https://platform.dkv.global/mind-map/firms/101255,marketing@dmgoodwill.org,https://dmgoodwill.org/,
GOONJ Organizations,GOONJ is a non-profit organization that positions urban discarded and underutilized material as a resource for rural development in India.,https://platform.dkv.global/mind-map/firms/165745,mail@goonj.org,http://goonj.org/,https://twitter.com/goonj
Grace and Mercy Household Improvement Initiative Company,Grace and Mercy Household Improvement initiative is an NGO microfinance institution that provides financial opportunities.,https://platform.dkv.global/mind-map/firms/154023,info@graceandmercyinitiative.org,https://www.graceandmercyinitiative.org/,
Gram Vikas Organizations,Gram Vikas is a non-profit organization that is bringing sustainable improvement in the life of poor and rural communities.,https://platform.dkv.global/mind-map/firms/154044,info@gramvikas.org,http://gramvikas.org/,https://twitter.com/gram_vikas
Grameen Australia Organizations,,https://platform.dkv.global/mind-map/firms/165747,mail@grameen.org.au,https://www.grameen.org.au/,https://twitter.com/grameenaust
Grameen Company,,https://platform.dkv.global/mind-map/firms/154043,info@grameeninc.com,http://www.grameeninc.com/,
Grameen Telecom Trust Company,Grameen Telecom Trust specializes in implementing and facilitating social business ideas for financial-economic sustainability.,https://platform.dkv.global/mind-map/firms/154189,info@gtctrust.com,https://www.gtctrust.com/,
Grandma's House of Hope Company,,https://platform.dkv.global/mind-map/firms/164101,intake@grandmashouseofhope.org,https://www.grandmashouseofhope.org/,
GreaterGood South Africa Company,,https://platform.dkv.global/mind-map/firms/153827,info@ggsa.co.za,http://www.greatergoodsa.co.za/,
Groupe Entraide Organizations,,https://platform.dkv.global/mind-map/firms/141612,contact@groupe-entraide.com,https://www.entraide-bdr.fr/,
Gutmenschen Organizations,,https://platform.dkv.global/mind-map/firms/154219,info@gutmenschen.org,https://gutmenschen.org/,https://twitter.com/gutmenschenorg
H2O 4 ALL Company,H2O 4 ALL is a group of passionate people that develop and implement sustainable water solutions in developing countries.,https://platform.dkv.global/mind-map/firms/100228,info@h2o4all.org,https://h2o4all.org/,
Habinteg Housing Association Company,,https://platform.dkv.global/mind-map/firms/143500,direct@habinteg.org.uk,https://www.habinteg.org.uk/,
Hadassah Company,,https://platform.dkv.global/mind-map/firms/101277,socialmedia@hadassah.org,https://www.hadassah.org/,
Hafod Housing Company,,https://platform.dkv.global/mind-map/firms/144306,enquiries@hafod.org.uk,https://www.hendre.org.uk/,
Hagar's Heart Company,Hagar's Heart is a nonprofit organization that helps women and men in need while inspiring them to rediscover how they are valued.,https://platform.dkv.global/mind-map/firms/164449,jennifer@hagarsheart.org,https://www.hagarsheart.org/,
Haig Housing Trust Company,Haig Housing Trust is a non-profit organization that provides homes to improve the lives of veterans and their families.,https://platform.dkv.global/mind-map/firms/144307,enquiries@haighousing.org.uk,https://www.haighousing.org.uk/,
Haiti Projects Company,"Haiti Projects is a charitable group that provides health care, education, and jobs to underserved children and women in the community.",https://platform.dkv.global/mind-map/firms/154249,info@haitiprojects.org,https://haitiprojects.org/,
Halifax Opportunities Trust Company,"Halifax Opportunities Trust is a charity organization that provides inclusive integration, employment, and family support services.",https://platform.dkv.global/mind-map/firms/166122,marketing@regen.org.uk,https://www.regen.org.uk/,
Halmstads kommun Company,,https://platform.dkv.global/mind-map/firms/143551,direkt@halmstad.se,https://www.halmstad.se/,
Halton Multicultural Council Organizations,,https://platform.dkv.global/mind-map/firms/154258,info@haltonmc.com,https://hmcconnections.com/,https://twitter.com/HMCConnections
Hands at Work in Africa Company,,https://platform.dkv.global/mind-map/firms/174471,,https://www.handsatwork.org/,
HandsOn Company,,https://platform.dkv.global/mind-map/firms/171883,volunteer@handsonrva.org,https://www.handsonrva.org/,
Hansel Foundation Company,,https://platform.dkv.global/mind-map/firms/154289,info@hansel.org.uk,https://www.hansel.org.uk/,
Happieesouls Companies,,https://platform.dkv.global/mind-map/firms/154294,info@happieesouls.com,http://happieesouls.com/,https://twitter.com/happieesouls
Harmony Organizations,,https://platform.dkv.global/mind-map/firms/24853,info@harmonync.org,https://www.harmonync.org/,https://twitter.com/NCLGBTChamber
Harrogate Borough Council Company,,https://platform.dkv.global/mind-map/firms/143130,customerservices@harrogate.gov.uk,https://harrogate.gov.uk/,
Harvest Foundation Company,,https://platform.dkv.global/mind-map/firms/100244,info@theharvestfoundation.org,https://theharvestfoundation.org/,
Haus des Stiftens Organizations,Haus des Stiftens is a social enterprise that aims to facilitate effective engagement and contribute to the more common good.,https://platform.dkv.global/mind-map/firms/167170,non-profits@hausdesstiftens.org,https://www.hausdesstiftens.org/,https://twitter.com/Stifter_helfen
HCL Foundation Organizations,"HCL Foundation is a not-for-profit organization, seeks to engage with various stakeholders to bring about developmental changes.",https://platform.dkv.global/mind-map/firms/145706,hclfoundation@hcl.com,https://www.hclfoundation.org/,https://twitter.com/HCL_Foundation
Health Education Arts and Research Trust Organizations,,https://platform.dkv.global/mind-map/firms/145758,heart@heartngo.org,https://www.heartngo.org/,https://twitter.com/heartngo_org
Helen Macpherson Smith Trust Organizations,Helen Macpherson Smith Trust is an independent philanthropic trust that works to promote equal opportunity for everyone.,https://platform.dkv.global/mind-map/firms/154637,info@hmstrust.org.au,http://www.hmstrust.org.au/,
Helen Owen Marketing Enterprises Company,,https://platform.dkv.global/mind-map/firms/100255,info@homecic.com,https://helenowen.me.uk/,
HELM Studio Organizations,"HELM Studio partners with human rights defenders and their organisations to ideate, design, and build social design solutions.",https://platform.dkv.global/mind-map/firms/154471,info@helmstudio.org,https://www.helmstudio.org/,https://twitter.com/HELMsocial
Help a Child Organizations,,https://platform.dkv.global/mind-map/firms/159146,info@redeenkind.nl,https://www.helpachild.org/,
Helpi Companies,Helpi provides a platform online not for profit for micro-volunteering that brings together volunteers and people in need.,https://platform.dkv.global/mind-map/firms/154478,info@helpi.org.il,http://helpi.org.il/,
Helps International (HINT) Organizations,"Helps International (HINT) is a non-profit based in Buea, Cameroon. HINT was founded in 2002 by Pastor Genesis Tinshu as a means of promoting the social values of his church, Buea Community Church, in the greater community.",https://platform.dkv.global/mind-map/firms/95910,info@helpsinternational.com,https://helpsintl.org/,
HELVETAS Organizations,"HELVETAS is a non-profit organization that supports utilizing food, employment, gender equality, social equality, and training services.",https://platform.dkv.global/mind-map/firms/154492,info@helvetas.org,https://www.helvetas.org/,https://twitter.com/HelvetasCH
Hephata Company,,https://platform.dkv.global/mind-map/firms/154505,info@hephata.de,https://www.hephata.de/,
Hightown Housing Association Company,,https://platform.dkv.global/mind-map/firms/175013,,https://hightownha.org.uk/,
HiiL Justice Accelerator Organizations,,https://platform.dkv.global/mind-map/firms/169634,seif.kabil@hiil.org,https://www.hiil.org/what-we-do/the-justice-accelerator/innovators/,https://twitter.com/InnoJustice
Hispanotech Organizations,HispanoTech is a not-for-profit Canadian corporation with the mission to promote the success of Hispanics in Canada's technology sector.,https://platform.dkv.global/mind-map/firms/166538,membership@hispanotech.ca,http://www.hispanotech.ca/,
Hojin Organizations,,https://platform.dkv.global/mind-map/firms/174478,,https://hojin.or.jp/,
Homage Company,"Homage is a nonprofit organization that provides home solutions, transportation, nutrition, medication, and mental health programs services.",https://platform.dkv.global/mind-map/firms/32867,care@homage.co,https://homage.org/,https://twitter.com/homagecare
Hope Agency Company,,https://platform.dkv.global/mind-map/firms/167150,nikia@hopeagencydsm.org,https://www.hopeagencydsm.org/,
Hope Alive Africa Care Foundation Company,,https://platform.dkv.global/mind-map/firms/100277,info@haacf.org,https://www.haacf.org/,
Hope Ventures Organizations,Hope Ventures is a non-profit organization that helps marginalized and underserved people with the necessary tools and resources.,https://platform.dkv.global/mind-map/firms/172749,info@hopeventures.org,https://www.hopeventures.org/,https://twitter.com/hopeventure?lang=en
Housing First Company,,https://platform.dkv.global/mind-map/firms/101334,outreach@hfal.org,https://hfal.org/,
Housing for the Aged Action Group Organizations,,https://platform.dkv.global/mind-map/firms/145633,haag@oldertenants.org.au,https://www.oldertenants.org.au/,https://twitter.com/HAAGHomeAtLast
Huddinge kommun Company,,https://platform.dkv.global/mind-map/firms/147036,huddinge@huddinge.se,https://www.huddinge.se/,
Human Dignity Foundation Company,,https://platform.dkv.global/mind-map/firms/154880,info@humandignity.foundation,https://www.humandignity.foundation/,
Human Rights Law Centre Organizations,Human Rights Law Centre is a non-profit organization that offers protection of human rights and advocacy and law reformation services.,https://platform.dkv.global/mind-map/firms/137729,admin@hrlc.org.au,https://www.hrlc.org.au/,https://twitter.com/humanrightsHRLC
Humana Spain Company,"Humana Spain is a non-profit organization that offers development cooperation, environment, social and urban agriculture services.",https://platform.dkv.global/mind-map/firms/141000,comunicacion@humana-spain.org,https://www.humana-spain.org/,
Humancredit Organizations,Humancredit is a non-profit organization that offers a sustainable solution through various modes and contribute to a better world.,https://platform.dkv.global/mind-map/firms/154879,info@humancredit.cc,http://humancredit.cc/,https://twitter.com/humancredit
Humanitarian Services for Children of Vietnam Company,Humanitarian Services for Children of Vietnam provides opportunities and knowledge to Vietnamese children and their families.,https://platform.dkv.global/mind-map/firms/147019,hscv.info@hscv.org,https://www.hscv.org/,
IATSS Organizations,,https://platform.dkv.global/mind-map/firms/174203,,https://www.iatss.or.jp/,
ICAP Company,,https://platform.dkv.global/mind-map/firms/108667,contact@icap.fr,https://icap.columbia.edu/,
ICNA Council for Social Justice Organizations,ICNA Council for Social Justice is a non profit law firm that offers a wide range of legal services for civil and social issues.,https://platform.dkv.global/mind-map/firms/154966,info@icnacsj.org,https://icnacsj.org/,https://twitter.com/icnacsj
IFB Solutions Company,,https://platform.dkv.global/mind-map/firms/166075,marketing@ifbsolutions.org,https://ifbsolutions.org/,
Il Ramo Organizations,"Il Ramo is a nonprofit organization that offers welfare, education, social enterprise, care green, and food packaging services for elders.",https://platform.dkv.global/mind-map/firms/155052,info@ilramo.it,http://www.ilramo.it/,https://twitter.com/coopilramo
Imam Ahmad Raza Trust Organizations,"Imam Ahmad Raza Trust is an organization that works for the social, economic, educational, cultural, and spiritual upliftment of society.",https://platform.dkv.global/mind-map/firms/142473,contactus@imamahmadrazatrust.org,https://www.imamahmadrazatrust.org/,
Immigrant Employment Council of BC Organizations,"IECof BC works with employers, government & other partner stakeholders to ensure that BC employers can effectively integrate global talent.",https://platform.dkv.global/mind-map/firms/155005,info@iecbc.ca,https://iecbc.ca/,http://twitter.com/IEC_BC
Immigrant Legal Resource Center Company,Immigrant Legal Resource Center offers assistance to help immigrant families and uses policy advocacy and civic engagement strategies.,https://platform.dkv.global/mind-map/firms/166383,media@ilrc.org,https://ilrc.org/,
Immigrant Services Association of Nova Scotia Organizations,"ISANS is a non-profit agency for immigration services that offers services like settlement, counselling, language service, and others.",https://platform.dkv.global/mind-map/firms/155299,info@isans.ca,http://www.isans.ca/,https://twitter.com/isans_ca
Immigration Institute of the Bay Area Company,"Immigration Institute of the Bay Area provides immigration legal services, education, and civic engagement opportunities.",https://platform.dkv.global/mind-map/firms/170166,socialmedia@iibayarea.org,https://iibayarea.org/,
Impact Investing Australia Organizations,Impact Investing Australia is a nonprofit firm focusing on the growth of investments that deliver a positive impact with a financial return.,https://platform.dkv.global/mind-map/firms/144328,enquiries@impactinvestingaustralia.com,https://impactinvestingaustralia.com/,https://twitter.com/ImpactInvestAus
ImpactHer Company,ImpactHer is assisting African female entrepreneurs in realizing their dream of owning internationally competitive legacy companies.,https://platform.dkv.global/mind-map/firms/146116,hello@impacther.org,https://www.impacther.org/,
Impactory Company,,https://platform.dkv.global/mind-map/firms/155075,info@impactory.org,http://impactory.org/,
Imparja Television Organizations,Imparja Television is a non profit organization works as an Australian television station servicing remote eastern and central Australia.,https://platform.dkv.global/mind-map/firms/172685,,https://www.imparja.com/,https://twitter.com/imparjatv
In Kind Direct Company,"In Kind Direct, we redistribute products from companies to charities, social enterprises and not-for-profit organisations.",https://platform.dkv.global/mind-map/firms/175164,,https://www.inkinddirect.org/,
Inclusief Groep Organizations,,https://platform.dkv.global/mind-map/firms/155096,info@inclusiefgroep.nl,https://www.inclusiefgroep.nl/,https://twitter.com/inclusiefgroep
Inclusion Glasgow Companies,,https://platform.dkv.global/mind-map/firms/137738,admin@inclusion-glasgow.org.uk,http://inclusion-glasgow.org.uk/,
Indiana Latino Institute Company,"Indiana Latino Institute is a non-profit organization that focuses on health, education, advice, events, and culturally responsive programs.",https://platform.dkv.global/mind-map/firms/166347,mdotson@indianalatinoinstitute.org,https://www.indianalatinoinstitute.org/,
Indo-Global Social Service Society Organizations,"Indo-Global Social Service Society works for the development, capacity building, and enlightenment of vulnerable communities.",https://platform.dkv.global/mind-map/firms/155020,info@igsss.net,https://igsss.org/,https://twitter.com/igsss
Indonesia Global Compact Network Company,Indonesia Global Compact Network facilitates the corporate social responsibility and corporate citizenship efforts of its members.,https://platform.dkv.global/mind-map/firms/147114,igcn@indonesiagcn.org,https://indonesiagcn.org/,
Indus Earth Trust Company,,https://platform.dkv.global/mind-map/firms/174384,,http://www.indusearthtrust.org/,
Infid Company,"Infid is a non-profit organization that works for the development of human rights, democracy, equality, and environmental protection.",https://platform.dkv.global/mind-map/firms/167449,office@infid.org,https://infid.org/,
Initiatives of Change Company,,https://platform.dkv.global/mind-map/firms/155264,info@iofc.org,https://iofc.org/,
Inklusiiv Company,,https://platform.dkv.global/mind-map/firms/173303,,https://inklusiiv.org/en/,
Innovative Canadians for Change Organizations,Innovative Canadians for Change is a company that take global initiatives for improvement of quality of life and security of population.,https://platform.dkv.global/mind-map/firms/154955,info@icchange.ca,https://www.icchange.ca/,https://twitter.com/ICChangeAB
Insan Bumi Mandiri Company,Insan Bumi Mandiri is a non-profit organization that coordinates programs to supports and empowers people of rural areas and orphans.,https://platform.dkv.global/mind-map/firms/172178,welcome@insanbumimandiri.org,https://insanbumimandiri.org/,
Inspire Investors,"Get Involved. Join an amazing group of students on our mission to increase diversity in AI. Find out how you can become a regional workshop leader for your area. We also sustain partnerships with multiple school districts, community colleges, and charitable organizations вЂ” email us to find out how we can help you.",https://platform.dkv.global/mind-map/firms/171217,editor@inspiremagazine.org.uk,http://www.inspirecorp.co.jp/,https://twitter.com/inspirestories
Insurance Institute for Highway Safety Organizations,"Insurance Institute for Highway Safety assists and educates consumers, policymakers, and safety professionals regarding vehicle accidents.",https://platform.dkv.global/mind-map/firms/172076,webmaster@iihs.org,https://www.hldi.org/,https://twitter.com/IIHS_autosafety
Integrity Action Company,Integrity Action is a non-profit organization that implements citizen monitoring and delivery of vital projects and services.,https://platform.dkv.global/mind-map/firms/155203,info@integrityaction.org,https://integrityaction.org/,
Intelife Organizations,,https://platform.dkv.global/mind-map/firms/155214,info@intelife.org,https://intelife.org/,https://www.twitter.com/intelifegroup
Interactions & Solidarity Company,InterActions & Solidarity is a non-profit organization that provides assistance with sustainable development and services.,https://platform.dkv.global/mind-map/firms/164122,interactions@monaco.mc,https://www.interactions-solidarity.org/,
International Association for Human Values Organizations,"International Association for Human Values offers socio-economic, human, community-driven development, and disaster relief programs.",https://platform.dkv.global/mind-map/firms/137379,admin.in@iahv.org,https://www.iahv.org/in-en/,https://mobile.twitter.com/iahvofficial
International Black Economic Forum Organizations,International Black Economic Forum promotes the development and economic well-being of African and Afro-descendant people.,https://platform.dkv.global/mind-map/firms/153186,info@fein-ibef.com,https://fein-ibef.com/,https://twitter.com/feinibef
International Care Ministries Company,"International Care Ministries is a company that provides support, training, and resources for customers of good quality.",https://platform.dkv.global/mind-map/firms/150320,info@caremin.com,https://caremin.com/,
International Council for Diplomacy and Dialogue Organizations,,https://platform.dkv.global/mind-map/firms/141656,contact@icdd.info,https://www.icdd.info/,https://twitter.com/ICDDofficial
International Development Enterprises India Organizations,,https://platform.dkv.global/mind-map/firms/165852,mailbox@ide-india.org,http://www.ide-india.org/,http://twitter.com/IDEIndia
International Science Council Organizations,The International Science Council is the only international non-governmental organization bringing together the natural and social sciences.,https://platform.dkv.global/mind-map/firms/169587,secretariat@icsu.org,https://council.science/,https://twitter.com/ISC/
International Tibet Network Company,,https://platform.dkv.global/mind-map/firms/165818,mail@tibetnetwork.org,https://tibetnetwork.org/,
ISFQ Organizations,,https://platform.dkv.global/mind-map/firms/164235,isfq@isfq.ca,https://isfq.ca/,https://twitter.com/isf_qc
Isha Foundation Organizations,"Isha Foundation is a human service organization that offers a flagship program for the mental, physical, and emotional well-being of people.",https://platform.dkv.global/mind-map/firms/155305,info@ishafoundation.org,https://www.ishafoundation.org/?global,https://twitter.com/ishafoundation
Italian Marketing Foundation Organizations,Italian Marketing Foundation is a charity focusing on creating a better world for future generations through marketing and eWMS.,https://platform.dkv.global/mind-map/firms/166081,marketing@italianmarketing.org,https://italianmarketing.org/,https://twitter.com/IMF_WMS
Jericho Foundation Company,,https://platform.dkv.global/mind-map/firms/144336,enquiries@jericho.org.uk,https://jericho.org.uk/,
Jesuits Company,Jesuits is a community of priests and brothers dedicated to the service of the catholic faith and the promotion of justice.,https://platform.dkv.global/mind-map/firms/164400,jcwebmaster@jesuits.org,https://www.jesuits.org/,
Jhoole Organizations,,https://platform.dkv.global/mind-map/firms/155438,info@jhoole.org,https://www.jhoole.org/,
John Whitgift Foundation Company,"John Whitgift Foundation is a non-profit organization that provides education, elderly care, impartial information, support and training.",https://platform.dkv.global/mind-map/firms/101424,enquiries@johnwhitgiftfoundation.org,https://www.johnwhitgiftfoundation.org/,
Joseph Drown Foundation Company,"Joseph Drown Foundation funds organisations that are into education, community health, social services and medical research fields.",https://platform.dkv.global/mind-map/firms/172207,wendy@jdrown.org,https://www.jdrown.org/,
Joseph Rowntree Foundation Organizations,,https://platform.dkv.global/mind-map/firms/101427,info@jrf.org.uk,https://www.jrf.org.uk/,https://www.twitter.com/jrf_uk
Julian House Company,,https://platform.dkv.global/mind-map/firms/101435,admin@julianhouse.org.uk,http://www.julianhouse.org.uk/,
Jumpstart Pakistan Organizations,,https://platform.dkv.global/mind-map/firms/155507,info@jumpstartpakistan.com,http://www.jumpstartpakistan.com/,https://www.twitter.com/jumpstartpk
Justice Resource Institute Company,Justice Resource Institute is a nonprofit firm that provides hope and opportunity to people who require specialized support and treatment.,https://platform.dkv.global/mind-map/firms/166989,navigator@jri.org,https://jri.org/,
Justice Squad Company,,https://platform.dkv.global/mind-map/firms/164796,justicesquadmn@gmail.com,https://www.justicesquad.org/,
Jyvaskylan kaupunki Company,"Jyvaskylan kaupunki is a government organization that is responsible for housing, employment, industry, education, and health services.",https://platform.dkv.global/mind-map/firms/165019,kirjaamo@jyvaskyla.fi,https://www.jyvaskyla.fi/,
